'7T08BV08', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'ZIBXBNHZ', '0', '2', 'http://www.wikidata.org/prop/direct/P131', 7, 'http://www.wikidata.org/prop/direct/P1376', 3, 'http://www.wikidata.org/prop/direct/P131', 7, 'http://www.wikidata.org/prop/direct/P150', 1
'ZIBXBNHZ', '0', '3', 'http://www.wikidata.org/prop/direct/P190'
'ZIBXBNHZ', '0', '4', 'http://www.wikidata.org/prop/P1082'
'2DIG3CZL', '0', '1', 'http://www.wikidata.org/prop/P2044', 5, 'http://www.wikidata.org/prop/P2044', 5, 'http://www.wikidata.org/prop/direct/P1376', 3, 'http://www.wikidata.org/prop/direct/P36', 2, 'http://www.wikidata.org/prop/direct/P131', 4, 'http://www.wikidata.org/prop/direct/P361', 3
'2DIG3CZL', '0', '2', 'http://www.wikidata.org/prop/direct/P463'
'2DIG3CZL', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'2DIG3CZL', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'2DIG3CZL', '0', '5', 'http://www.wikidata.org/prop/direct/P131', 4, 'http://www.wikidata.org/prop/direct/P1376', 3, 'http://www.wikidata.org/prop/direct/P36', 3, 'http://www.wikidata.org/prop/direct/P131', 4, 'http://www.wikidata.org/prop/direct/P361', 3, 'http://www.wikidata.org/prop/direct/P1889', 2
'B2ESRNR3', '0', '1', 'http://www.wikidata.org/prop/direct/P495'
'B2ESRNR3', '0', '2', 'http://www.wikidata.org/prop/direct/P161'
'B2ESRNR3', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'1WPJDZL2', '0', '1', 'http://www.wikidata.org/prop/direct/P170'
'1WPJDZL2', '0', '2', 'http://www.wikidata.org/prop/P571'
'1WPJDZL2', '0', '3', 'http://www.wikidata.org/prop/direct/P180'
'U9RG45JQ', '0', '1', 'http://www.wikidata.org/prop/direct/P527'
'U9RG45JQ', '0', '2', 'http://www.wikidata.org/prop/direct/P131'
'U9RG45JQ', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'U9RG45JQ', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'O6CKA6YZ', '0', '1', 'http://www.wikidata.org/prop/direct/P276'
'O6CKA6YZ', '0', '2', 'http://www.wikidata.org/prop/direct/P1435'
'O6CKA6YZ', '0', '3', 'http://www.wikidata.org/prop/direct/P669'
'R7G2YCEW', '0', '1', 'http://www.wikidata.org/prop/direct/P276', 6, 'http://www.wikidata.org/prop/direct/P276', 6, 'http://www.wikidata.org/prop/direct/P131', 2
'R7G2YCEW', '0', '2', 'http://www.wikidata.org/prop/direct/P1435'
'R7G2YCEW', '0', '3', 'http://www.wikidata.org/prop/direct/P669'
'DMSU32NP', '0', '1', 'http://www.wikidata.org/prop/direct/P276'
'DMSU32NP', '0', '2', 'http://www.wikidata.org/prop/direct/P1435'
'DMSU32NP', '0', '3', 'http://www.wikidata.org/prop/direct/P669'
'Q19VKBPA', '0', '1', 'http://www.wikidata.org/prop/direct/P47'
'Q19VKBPA', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'Q19VKBPA', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'Q19VKBPA', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'MI8QL7TK', '0', '1', 'http://www.wikidata.org/prop/direct/P47'
'MI8QL7TK', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'MI8QL7TK', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'MI8QL7TK', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'LBTQ2HWR', '0', '1', 'http://www.wikidata.org/prop/direct/P47'
'LBTQ2HWR', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'LBTQ2HWR', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'LBTQ2HWR', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'ZO9HSD6R', '0', '1', 'http://www.wikidata.org/prop/direct/P47'
'ZO9HSD6R', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'ZO9HSD6R', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'ZO9HSD6R', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'B8PDSVOU', '0', '1', 'http://www.wikidata.org/prop/direct/P47'
'B8PDSVOU', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'B8PDSVOU', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'B8PDSVOU', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'U0WULZOW', '0', '1', 'http://www.wikidata.org/prop/P570', 3, 'http://www.wikidata.org/prop/P793', 1, 'http://www.wikidata.org/prop/P570', 3
'U0WULZOW', '0', '2', 'http://www.wikidata.org/prop/P1559', 3, 'http://www.wikidata.org/prop/P1559', 3, 'http://www.wikidata.org/prop/P2562', 1
'U0WULZOW', '0', '3', 'http://www.wikidata.org/prop/direct/P19'
'U0WULZOW', '0', '4', 'http://www.wikidata.org/prop/direct/P735'
'U0WULZOW', '0', '5', 'http://www.wikidata.org/prop/direct/P27'
'2TD87UH5', '0', '1', 'http://www.wikidata.org/prop/direct/P20'
'2TD87UH5', '0', '2', 'http://www.wikidata.org/prop/direct/P21'
'2TD87UH5', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'2TD87UH5', '0', '4', 'http://www.wikidata.org/prop/P569'
'2TD87UH5', '0', '5', 'http://www.wikidata.org/prop/direct/P106'
'2TD87UH5', '0', '6', 'http://www.wikidata.org/prop/direct/P793', 6, 'http://www.wikidata.org/prop/direct/P793', 6, 'http://www.wikidata.org/prop/direct/P2868', 3
'2TD87UH5', '0', '7', 'http://www.wikidata.org/prop/direct/P734'
'26Z8KS7N', '0', '1', 'http://www.wikidata.org/prop/direct/P20'
'26Z8KS7N', '0', '2', 'http://www.wikidata.org/prop/direct/P21'
'26Z8KS7N', '0', '3', 'http://www.wikidata.org/prop/direct/P2868', 2, 'http://www.wikidata.org/prop/direct/P31', 1, 'http://www.wikidata.org/prop/direct/P793', 1, 'http://www.wikidata.org/prop/direct/P2868', 2
'26Z8KS7N', '0', '4', 'http://www.wikidata.org/prop/P569'
'26Z8KS7N', '0', '5', 'http://www.wikidata.org/prop/direct/P106', 3, 'http://www.wikidata.org/prop/direct/P106', 3, 'http://www.wikidata.org/prop/direct/P793', 1, 'http://www.wikidata.org/prop/direct/P2868', 1
'26Z8KS7N', '0', '6', 'http://www.wikidata.org/prop/direct/P793', 2, 'http://www.wikidata.org/prop/direct/P106', 1, 'http://www.wikidata.org/prop/direct/P793', 2, 'http://www.wikidata.org/prop/direct/P2868', 2
'26Z8KS7N', '0', '7', 'http://www.wikidata.org/prop/direct/P734'
'ZC71TE5G', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'ZC71TE5G', '0', '2', 'http://www.wikidata.org/prop/direct/P131'
'ZC71TE5G', '0', '3', 'http://www.wikidata.org/prop/direct/P127', 3, 'http://www.wikidata.org/prop/direct/P137', 1, 'http://www.wikidata.org/prop/direct/P127', 3
'ZC71TE5G', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'ZC71TE5G', '0', '5', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P516', 1, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P2789', 1
'W0MAN6W9', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'W0MAN6W9', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'W0MAN6W9', '0', '3', 'http://www.wikidata.org/prop/P571'
'W0MAN6W9', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'W0MAN6W9', '0', '5', 'http://www.wikidata.org/prop/P6801'
'O3P376KU', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'O3P376KU', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'O3P376KU', '0', '3', 'http://www.wikidata.org/prop/P571'
'O3P376KU', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'O3P376KU', '0', '5', 'http://www.wikidata.org/prop/P6801'
'QNZKD8JD', '0', '1', 'http://www.wikidata.org/prop/direct/P1454'
'QNZKD8JD', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'QNZKD8JD', '0', '3', 'http://www.wikidata.org/prop/direct/P463'
'QNZKD8JD', '0', '4', 'http://www.wikidata.org/prop/direct/P159'
'QNZKD8JD', '0', '5', 'http://www.wikidata.org/prop/direct/P17'
'Q1CT0NCW', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'Q1CT0NCW', '0', '2', 'http://www.wikidata.org/prop/direct/P361'
'Q1CT0NCW', '0', '3', 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P3842', 1
'DXXE9BRM', '0', '1', 'http://www.wikidata.org/prop/P6375'
'DXXE9BRM', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'DXXE9BRM', '0', '3', 'http://www.wikidata.org/prop/direct/P101'
'W13IJR64', '0', '1', 'http://www.wikidata.org/prop/direct/P112', 9, 'http://www.wikidata.org/prop/direct/P112', 9, 'http://www.wikidata.org/prop/direct/P127', 9
'W13IJR64', '0', '2', 'http://www.wikidata.org/prop/direct/P131', 18, 'http://www.wikidata.org/prop/direct/P2541', 8, 'http://www.wikidata.org/prop/direct/P131', 18
'W13IJR64', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'W13IJR64', '0', '4', 'http://www.wikidata.org/prop/direct/P112', 9, 'http://www.wikidata.org/prop/direct/P112', 9, 'http://www.wikidata.org/prop/direct/P127', 9
'FB3KGJ5H', '0', '1', 'http://www.wikidata.org/prop/direct/P112', 5, 'http://www.wikidata.org/prop/direct/P112', 5, 'http://www.wikidata.org/prop/direct/P127', 5
'FB3KGJ5H', '0', '2', 'http://www.wikidata.org/prop/direct/P131', 10, 'http://www.wikidata.org/prop/direct/P2541', 6, 'http://www.wikidata.org/prop/direct/P131', 10
'FB3KGJ5H', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'FB3KGJ5H', '0', '4', 'http://www.wikidata.org/prop/direct/P112', 5, 'http://www.wikidata.org/prop/direct/P112', 5, 'http://www.wikidata.org/prop/direct/P127', 5
'920ZWNM8', '0', '1', 'http://www.wikidata.org/prop/direct/P112', 3, 'http://www.wikidata.org/prop/direct/P112', 3, 'http://www.wikidata.org/prop/direct/P127', 3
'920ZWNM8', '0', '2', 'http://www.wikidata.org/prop/direct/P131'
'920ZWNM8', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'920ZWNM8', '0', '4', 'http://www.wikidata.org/prop/direct/P112', 3, 'http://www.wikidata.org/prop/direct/P112', 3, 'http://www.wikidata.org/prop/direct/P127', 3
'GVPBHOMB', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'GVPBHOMB', '0', '2', 'http://www.wikidata.org/prop/P2046'
'GVPBHOMB', '0', '3', 'http://www.wikidata.org/prop/direct/P421'
'GVPBHOMB', '0', '4', 'http://www.wikidata.org/prop/P2044'
'WPFJU69Z', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'WPFJU69Z', '0', '2', 'http://www.wikidata.org/prop/P2046'
'WPFJU69Z', '0', '3', 'http://www.wikidata.org/prop/direct/P421'
'WPFJU69Z', '0', '4', 'http://www.wikidata.org/prop/P2044'
'SGSNGG4B', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'SGSNGG4B', '0', '2', 'http://www.wikidata.org/prop/P2046'
'SGSNGG4B', '0', '3', 'http://www.wikidata.org/prop/direct/P421'
'SGSNGG4B', '0', '4', 'http://www.wikidata.org/prop/direct/P17', 11, 'http://www.wikidata.org/prop/direct/P17', 11, 'http://www.wikidata.org/prop/P2044', 6
'V9IO1EDV', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'V9IO1EDV', '0', '2', 'http://www.wikidata.org/prop/P2046'
'V9IO1EDV', '0', '3', 'http://www.wikidata.org/prop/direct/P421'
'V9IO1EDV', '0', '4', 'http://www.wikidata.org/prop/P2044'
'LUREYGKX', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'LUREYGKX', '0', '2', 'http://www.wikidata.org/prop/P2046'
'LUREYGKX', '0', '3', 'http://www.wikidata.org/prop/direct/P421'
'LUREYGKX', '0', '4', 'http://www.wikidata.org/prop/P2044'
'N6W7UB2A', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'N6W7UB2A', '0', '2', 'http://www.wikidata.org/prop/direct/P206', 3, 'http://www.wikidata.org/prop/direct/P47', 1, 'http://www.wikidata.org/prop/direct/P206', 3
'N6W7UB2A', '0', '3', 'http://www.wikidata.org/prop/direct/P361', 3, 'http://www.wikidata.org/prop/direct/P131', 2, 'http://www.wikidata.org/prop/direct/P361', 3
'6CQD5V9Z', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'6CQD5V9Z', '0', '2', 'http://www.wikidata.org/prop/direct/P206'
'6CQD5V9Z', '0', '3', 'http://www.wikidata.org/prop/direct/P361'
'06DPG3SH', '0', '1', 'http://www.wikidata.org/prop/P1082'
'06DPG3SH', '0', '2', 'http://www.wikidata.org/prop/direct/P131'
'06DPG3SH', '0', '3', 'http://www.wikidata.org/prop/direct/P138'
'FS5NKC36', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'FS5NKC36', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'FS5NKC36', '0', '3', 'http://www.wikidata.org/prop/direct/P2094'
'FS5NKC36', '0', '4', 'http://www.wikidata.org/prop/direct/P527', 20, 'http://www.wikidata.org/prop/direct/P527', 20, 'http://www.wikidata.org/prop/P585', 4
'FS5NKC36', '0', '5', 'http://www.wikidata.org/prop/direct/P5008'
'FS5NKC36', '0', '6', 'http://www.wikidata.org/prop/direct/P641'
'X40EHS5Y', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'X40EHS5Y', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'X40EHS5Y', '0', '3', 'http://www.wikidata.org/prop/direct/P2094'
'X40EHS5Y', '0', '4', 'http://www.wikidata.org/prop/direct/P527', 25, 'http://www.wikidata.org/prop/direct/P527', 25, 'http://www.wikidata.org/prop/P585', 5
'X40EHS5Y', '0', '5', 'http://www.wikidata.org/prop/direct/P5008'
'X40EHS5Y', '0', '6', 'http://www.wikidata.org/prop/direct/P641'
'F0PTVIEH', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'F0PTVIEH', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'F0PTVIEH', '0', '3', 'http://www.wikidata.org/prop/direct/P2094'
'F0PTVIEH', '0', '4', 'http://www.wikidata.org/prop/direct/P527', 55, 'http://www.wikidata.org/prop/direct/P527', 55, 'http://www.wikidata.org/prop/P585', 11
'F0PTVIEH', '0', '5', 'http://www.wikidata.org/prop/direct/P5008'
'F0PTVIEH', '0', '6', 'http://www.wikidata.org/prop/direct/P641'
'91VJ6PW3', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'91VJ6PW3', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'91VJ6PW3', '0', '3', 'http://www.wikidata.org/prop/direct/P2094'
'91VJ6PW3', '0', '4', 'http://www.wikidata.org/prop/direct/P527', 15, 'http://www.wikidata.org/prop/direct/P527', 15, 'http://www.wikidata.org/prop/P585', 3
'91VJ6PW3', '0', '5', 'http://www.wikidata.org/prop/direct/P5008'
'91VJ6PW3', '0', '6', 'http://www.wikidata.org/prop/direct/P641'
'DVWT56T1', '0', '1', 'http://www.wikidata.org/prop/direct/P155'
'DVWT56T1', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'DVWT56T1', '0', '3', 'http://www.wikidata.org/prop/direct/P2094'
'DVWT56T1', '0', '4', 'http://www.wikidata.org/prop/direct/P527', 25, 'http://www.wikidata.org/prop/direct/P527', 25, 'http://www.wikidata.org/prop/P585', 5
'DVWT56T1', '0', '5', 'http://www.wikidata.org/prop/direct/P5008'
'DVWT56T1', '0', '6', 'http://www.wikidata.org/prop/direct/P641'
'VUHZMT0C', '0', '1', 'http://www.wikidata.org/prop/direct/P527'
'VUHZMT0C', '0', '2', 'http://www.wikidata.org/prop/direct/P156'
'VUHZMT0C', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'CNL0Y9R3', '0', '1', 'http://www.wikidata.org/prop/direct/P527'
'CNL0Y9R3', '0', '2', 'http://www.wikidata.org/prop/direct/P156'
'CNL0Y9R3', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'BR9DY4GF', '0', '1', 'http://www.wikidata.org/prop/direct/P527'
'BR9DY4GF', '0', '2', 'http://www.wikidata.org/prop/direct/P156'
'BR9DY4GF', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'EW69PEF3', '0', '1', 'http://www.wikidata.org/prop/direct/P527'
'EW69PEF3', '0', '2', 'http://www.wikidata.org/prop/direct/P156'
'EW69PEF3', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'JXYXIW81', '0', '1', 'http://www.wikidata.org/prop/direct/P527'
'JXYXIW81', '0', '2', 'http://www.wikidata.org/prop/direct/P156'
'JXYXIW81', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'L72X0M74', '0', '1', 'http://www.wikidata.org/prop/direct/P463'
'L72X0M74', '0', '2', 'http://www.wikidata.org/prop/direct/P1142'
'L72X0M74', '0', '3', 'http://www.wikidata.org/prop/direct/P159'
'L72X0M74', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'L72X0M74', '0', '5', 'http://www.wikidata.org/prop/P571'
'KJXY64BQ', '0', '1', 'http://www.wikidata.org/prop/direct/P463'
'KJXY64BQ', '0', '2', 'http://www.wikidata.org/prop/direct/P1142'
'KJXY64BQ', '0', '3', 'http://www.wikidata.org/prop/direct/P159'
'KJXY64BQ', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'KJXY64BQ', '0', '5', 'http://www.wikidata.org/prop/P571'
'VSR4HWFC', '0', '1', 'http://www.wikidata.org/prop/direct/P463'
'VSR4HWFC', '0', '2', 'http://www.wikidata.org/prop/direct/P1142'
'VSR4HWFC', '0', '3', 'http://www.wikidata.org/prop/direct/P159'
'VSR4HWFC', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'VSR4HWFC', '0', '5', 'http://www.wikidata.org/prop/P571'
'9MKT0VMQ', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'9MKT0VMQ', '0', '2', 'http://www.wikidata.org/prop/direct/P361', 3, 'http://www.wikidata.org/prop/direct/P361', 3, 'http://www.wikidata.org/prop/direct/P749', 1
'9MKT0VMQ', '0', '3', 'http://www.wikidata.org/prop/direct/P488'
'VQ40QGMQ', '0', '1', 'http://www.wikidata.org/prop/P571'
'VQ40QGMQ', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'VQ40QGMQ', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'VQ40QGMQ', '0', '4', 'http://www.wikidata.org/prop/direct/P276', 13, 'http://www.wikidata.org/prop/direct/P276', 13, 'http://www.wikidata.org/prop/direct/P131', 9
'DNHUACA9', '0', '1', 'http://www.wikidata.org/prop/P571'
'DNHUACA9', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'DNHUACA9', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'DNHUACA9', '0', '4', 'http://www.wikidata.org/prop/direct/P276', 12, 'http://www.wikidata.org/prop/direct/P276', 12, 'http://www.wikidata.org/prop/direct/P131', 8
'1B66DWBK', '0', '1', 'http://www.wikidata.org/prop/P571'
'1B66DWBK', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'1B66DWBK', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'1B66DWBK', '0', '4', 'http://www.wikidata.org/prop/direct/P276', 8, 'http://www.wikidata.org/prop/direct/P276', 8, 'http://www.wikidata.org/prop/direct/P131', 7
'QVEHCW3N', '0', '1', 'http://www.wikidata.org/prop/P571'
'QVEHCW3N', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'QVEHCW3N', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'QVEHCW3N', '0', '4', 'http://www.wikidata.org/prop/direct/P276', 3, 'http://www.wikidata.org/prop/direct/P276', 3, 'http://www.wikidata.org/prop/direct/P131', 3
'JLNCACRX', '0', '1', 'http://www.wikidata.org/prop/P2154'
'JLNCACRX', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'JLNCACRX', '0', '3', 'http://www.wikidata.org/prop/direct/P816'
'TX515P24', '0', '1', 'http://www.wikidata.org/prop/P2154'
'TX515P24', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'TX515P24', '0', '3', 'http://www.wikidata.org/prop/direct/P816'
'DA5JP6Y2', '0', '1', 'http://www.wikidata.org/prop/P2154'
'DA5JP6Y2', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'DA5JP6Y2', '0', '3', 'http://www.wikidata.org/prop/direct/P816'
'2P2YE6UV', '0', '1', 'http://www.wikidata.org/prop/P2154'
'2P2YE6UV', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'2P2YE6UV', '0', '3', 'http://www.wikidata.org/prop/direct/P816'
'9EYQGRM3', '0', '1', 'http://www.wikidata.org/prop/P2154'
'9EYQGRM3', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'9EYQGRM3', '0', '3', 'http://www.wikidata.org/prop/direct/P816'
'G75WQFJ5', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'G75WQFJ5', '0', '2', 'http://www.wikidata.org/prop/P2160'
'G75WQFJ5', '0', '3', 'http://www.wikidata.org/prop/P2114'
'0HIOJF2W', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'0HIOJF2W', '0', '2', 'http://www.wikidata.org/prop/P2160'
'0HIOJF2W', '0', '3', 'http://www.wikidata.org/prop/P2114'
'8EFYUHCS', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'8EFYUHCS', '0', '2', 'http://www.wikidata.org/prop/P2160'
'8EFYUHCS', '0', '3', 'http://www.wikidata.org/prop/P2114'
'CDKZ0834', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'CDKZ0834', '0', '2', 'http://www.wikidata.org/prop/P2160'
'CDKZ0834', '0', '3', 'http://www.wikidata.org/prop/P2114'
'O4JY6ABO', '0', '1', 'http://www.wikidata.org/prop/P1086', 7, 'http://www.wikidata.org/prop/P1086', 7, 'http://www.wikidata.org/prop/direct/P279', 7
'O4JY6ABO', '0', '2', 'http://www.wikidata.org/prop/P2067'
'O4JY6ABO', '0', '3', 'http://www.wikidata.org/prop/P1148'
'BZKMVJVI', '0', '1', 'http://www.wikidata.org/prop/P1086', 5, 'http://www.wikidata.org/prop/P1086', 5, 'http://www.wikidata.org/prop/direct/P279', 5
'BZKMVJVI', '0', '2', 'http://www.wikidata.org/prop/P2067'
'BZKMVJVI', '0', '3', 'http://www.wikidata.org/prop/P1148'
'FDOZAFKH', '0', '1', 'http://www.wikidata.org/prop/P1086', 10, 'http://www.wikidata.org/prop/P1086', 10, 'http://www.wikidata.org/prop/direct/P279', 10
'FDOZAFKH', '0', '2', 'http://www.wikidata.org/prop/P2067'
'FDOZAFKH', '0', '3', 'http://www.wikidata.org/prop/P1148'
'VHE28Z18', '0', '1', 'http://www.wikidata.org/prop/P1086', 3, 'http://www.wikidata.org/prop/P1086', 3, 'http://www.wikidata.org/prop/direct/P279', 3
'VHE28Z18', '0', '2', 'http://www.wikidata.org/prop/P2067'
'VHE28Z18', '0', '3', 'http://www.wikidata.org/prop/P1148'
'E6QK4RNB', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'E6QK4RNB', '0', '2', 'http://www.wikidata.org/prop/direct/P17', 3, 'http://www.wikidata.org/prop/direct/P17', 3, 'http://www.wikidata.org/prop/direct/P31', 1
'E6QK4RNB', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'LNDRACTW', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'LNDRACTW', '0', '2', 'http://www.wikidata.org/prop/direct/P17', 18, 'http://www.wikidata.org/prop/direct/P17', 18, 'http://www.wikidata.org/prop/direct/P31', 3
